Period,Year,Month,Item,Category,Archetype,Site,Region,Climate,Demand,Actual_Issue,Lost_Sales,Returns,Promo_Flag,Unit_Price
2021-05,2021,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,276,276,0,3,0,370.3
2021-06,2021,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,163,163,0,0,0,370.3
2021-07,2021,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,108,108,0,1,0,370.3
2021-08,2021,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,165,164,1,0,0,370.3
2021-09,2021,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,311,311,0,2,0,370.3
2021-10,2021,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,463,463,0,5,0,370.3
2021-11,2021,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,733,724,9,8,0,370.3
2021-12,2021,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,828,814,14,4,0,370.3
2022-01,2022,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,854,854,0,8,0,370.3
2022-02,2022,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,732,732,0,7,0,370.3
2022-03,2022,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,629,629,0,2,0,370.3
2022-04,2022,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,455,438,17,2,0,370.3
2022-05,2022,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,326,326,0,3,0,370.3
2022-06,2022,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,156,151,5,0,0,370.3
2022-07,2022,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,114,113,1,1,0,370.3
2022-08,2022,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,158,158,0,1,0,370.3
2022-09,2022,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,285,285,0,2,0,370.3
2022-10,2022,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,437,437,0,2,0,370.3
2022-11,2022,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,626,602,24,2,0,370.3
2022-12,2022,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,808,808,0,4,0,370.3
2023-01,2023,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,819,797,22,8,0,370.3
2023-02,2023,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,749,749,0,5,0,370.3
2023-03,2023,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,691,691,0,4,0,370.3
2023-04,2023,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,514,514,0,4,0,370.3
2023-05,2023,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,311,311,0,1,0,370.3
2023-06,2023,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,159,156,3,0,0,370.3
2023-07,2023,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,116,112,4,1,0,370.3
2023-08,2023,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,163,163,0,0,0,370.3
2023-09,2023,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,293,293,0,0,0,370.3
2023-10,2023,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,484,484,0,4,0,370.3
2023-11,2023,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,697,697,0,7,0,370.3
2023-12,2023,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,823,792,31,4,0,370.3
2024-01,2024,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,803,803,0,4,0,370.3
2024-02,2024,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,833,833,0,6,0,370.3
2024-03,2024,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,578,578,0,5,0,370.3
2024-04,2024,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,475,475,0,2,0,370.3
2024-05,2024,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,261,261,0,3,0,370.3
2024-06,2024,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,160,160,0,3,0,370.3
2024-07,2024,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,105,105,0,0,0,370.3
2024-08,2024,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,168,168,0,0,0,370.3
2024-09,2024,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,307,307,0,3,0,370.3
2024-10,2024,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,469,469,0,0,0,370.3
2024-11,2024,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,701,701,0,3,0,370.3
2024-12,2024,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,785,785,0,7,0,370.3
2025-01,2025,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,916,916,0,7,0,370.3
2025-02,2025,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,806,806,0,6,0,370.3
2021-01,2021,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,867,867,0,21,0,27.99
2021-02,2021,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,814,814,0,19,0,27.99
2021-03,2021,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,741,741,0,20,0,27.99
2021-04,2021,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,529,529,0,12,0,27.99
2021-05,2021,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,408,395,13,3,0,27.99
2021-06,2021,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,274,274,0,9,0,27.99
2021-07,2021,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,226,226,0,5,0,27.99
2021-08,2021,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,286,282,4,10,0,27.99
2021-09,2021,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,422,422,0,13,0,27.99
2021-10,2021,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,540,540,0,11,0,27.99
2021-11,2021,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,721,705,16,21,0,27.99
2021-12,2021,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,882,882,0,13,0,27.99
2022-01,2022,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,806,795,11,19,0,27.99
2022-02,2022,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,771,771,0,18,0,27.99
2022-03,2022,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,750,750,0,20,0,27.99
2022-04,2022,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,561,561,0,12,0,27.99
2022-05,2022,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,391,391,0,6,0,27.99
2022-06,2022,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,310,310,0,3,0,27.99
2022-07,2022,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,212,212,0,4,0,27.99
2022-08,2022,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,277,277,0,6,0,27.99
2022-09,2022,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,372,372,0,7,0,27.99
2022-10,2022,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,593,593,0,14,0,27.99
2022-11,2022,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,729,729,0,16,0,27.99
2022-12,2022,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,852,852,0,13,0,27.99
2023-01,2023,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,790,790,0,11,0,27.99
2023-02,2023,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,905,905,0,25,0,27.99
2023-03,2023,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,722,722,0,18,0,27.99
2023-04,2023,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,559,559,0,12,0,27.99
2023-05,2023,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,386,386,0,8,0,27.99
2023-06,2023,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,262,262,0,3,0,27.99
2023-07,2023,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,211,211,0,3,0,27.99
2023-08,2023,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,266,266,0,8,0,27.99
2023-09,2023,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,381,381,0,5,0,27.99
2023-10,2023,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,554,554,0,8,0,27.99
2023-11,2023,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,825,825,0,18,0,27.99
2023-12,2023,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,890,890,0,24,0,27.99
2024-01,2024,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,901,901,0,18,0,27.99
2024-02,2024,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,851,851,0,20,0,27.99
2024-03,2024,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,661,661,0,19,0,27.99
2024-04,2024,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,539,539,0,16,0,27.99
2024-05,2024,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,373,373,0,8,0,27.99
2024-06,2024,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,269,269,0,4,0,27.99
2024-07,2024,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,221,221,0,5,0,27.99
2024-08,2024,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,248,248,0,9,0,27.99
2024-09,2024,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,432,421,11,10,0,27.99
2024-10,2024,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,542,520,22,17,0,27.99
2024-11,2024,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,736,736,0,17,0,27.99
2024-12,2024,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,818,817,1,10,0,27.99
2025-01,2025,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,888,888,0,19,0,27.99
2025-02,2025,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Seattle Pacific,Northwest,wet,789,789,0,23,0,27.99
2021-01,2021,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,629,629,0,5,0,160.36
2021-02,2021,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,599,589,10,8,0,160.36
2021-03,2021,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,579,579,0,7,0,160.36
2021-04,2021,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,531,531,0,4,0,160.36
2021-05,2021,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,457,439,18,6,0,160.36
2021-06,2021,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,416,416,0,5,0,160.36
2021-07,2021,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,454,447,7,4,0,160.36
2021-08,2021,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,442,442,0,9,0,160.36
2021-09,2021,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,497,497,0,12,0,160.36
2021-10,2021,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,493,493,0,9,0,160.36
2021-11,2021,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,589,589,0,14,0,160.36
2021-12,2021,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,589,589,0,6,0,160.36
2022-01,2022,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,633,633,0,12,0,160.36
2022-02,2022,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,583,580,3,8,0,160.36
2022-03,2022,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,552,552,0,9,0,160.36
2022-04,2022,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,569,569,0,10,0,160.36
2022-05,2022,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,515,500,15,10,0,160.36
2022-06,2022,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,453,443,10,3,0,160.36
2022-07,2022,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,402,402,0,6,0,160.36
2022-08,2022,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,400,400,0,8,0,160.36
2022-09,2022,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,495,495,0,8,0,160.36
2022-10,2022,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,464,464,0,6,0,160.36
2022-11,2022,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,586,586,0,4,0,160.36
2022-12,2022,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,607,607,0,3,0,160.36
2023-01,2023,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,586,586,0,9,0,160.36
2023-02,2023,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,588,588,0,9,0,160.36
2023-03,2023,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,568,568,0,7,0,160.36
2023-04,2023,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,490,490,0,10,0,160.36
2023-05,2023,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,479,478,1,9,0,160.36
2023-06,2023,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,461,455,6,5,0,160.36
2023-07,2023,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,408,408,0,4,0,160.36
2023-08,2023,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,443,443,0,10,0,160.36
2023-09,2023,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,485,485,0,12,0,160.36
2023-10,2023,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,531,531,0,15,0,160.36
2023-11,2023,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,594,585,9,11,0,160.36
2023-12,2023,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,613,613,0,14,0,160.36
2024-01,2024,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,636,630,6,7,0,160.36
2024-02,2024,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,641,641,0,7,0,160.36
2024-03,2024,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,515,515,0,4,0,160.36
2024-04,2024,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,514,514,0,8,0,160.36
2024-05,2024,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,474,474,0,5,0,160.36
2024-06,2024,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,416,416,0,7,0,160.36
2024-07,2024,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,421,421,0,1,0,160.36
2024-08,2024,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,449,449,0,7,0,160.36
2024-09,2024,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,479,479,0,11,0,160.36
2024-10,2024,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,526,526,0,10,0,160.36
2024-11,2024,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,572,572,0,8,0,160.36
2024-12,2024,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,594,594,0,5,0,160.36
2025-01,2025,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,663,655,8,8,0,160.36
2025-02,2025,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Miami East,Southeast,hot,635,624,11,10,0,160.36
2021-01,2021,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,800,800,0,3,0,471.91
2021-02,2021,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,716,716,0,8,0,471.91
2021-03,2021,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,583,583,0,3,0,471.91
2021-04,2021,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,443,443,0,2,0,471.91
2021-05,2021,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,251,251,0,1,0,471.91
2021-06,2021,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,152,152,0,0,0,471.91
2021-07,2021,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,107,107,0,1,0,471.91
2021-08,2021,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,138,138,0,1,0,471.91
2021-09,2021,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,275,271,4,3,0,471.91
2021-10,2021,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,437,437,0,5,0,471.91
2021-11,2021,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,694,694,0,6,0,471.91
2021-12,2021,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,820,820,0,6,0,471.91
2022-01,2022,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,812,812,0,9,0,471.91
2022-02,2022,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,778,768,10,8,0,471.91
2022-03,2022,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,600,600,0,7,0,471.91
2022-04,2022,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,448,448,0,4,0,471.91
2022-05,2022,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,284,284,0,4,0,471.91
2022-06,2022,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,142,142,0,1,0,471.91
2022-07,2022,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,104,101,3,2,0,471.91
2022-08,2022,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,149,149,0,2,0,471.91
2022-09,2022,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,270,270,0,6,0,471.91
2022-10,2022,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,441,441,0,7,0,471.91
2022-11,2022,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,650,650,0,5,0,471.91
2022-12,2022,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,804,804,0,10,0,471.91
2023-01,2023,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,758,734,24,5,0,471.91
2023-02,2023,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,690,663,27,10,0,471.91
2023-03,2023,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,666,666,0,6,0,471.91
2023-04,2023,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,460,460,0,4,0,471.91
2023-05,2023,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,278,278,0,0,0,471.91
2023-06,2023,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,141,141,0,3,0,471.91
2023-07,2023,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,108,108,0,3,0,471.91
2023-08,2023,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,151,151,0,1,0,471.91
2023-09,2023,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,259,259,0,1,0,471.91
2023-10,2023,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,426,426,0,5,0,471.91
2023-11,2023,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,643,643,0,5,0,471.91
2023-12,2023,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,815,815,0,14,0,471.91
2024-01,2024,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,789,789,0,7,0,471.91
2024-02,2024,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,750,726,24,8,0,471.91
2024-03,2024,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,605,605,0,2,0,471.91
2024-04,2024,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,428,428,0,10,0,471.91
2024-05,2024,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,268,268,0,3,0,471.91
2024-06,2024,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,154,154,0,4,0,471.91
2024-07,2024,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,94,94,0,0,0,471.91
2024-08,2024,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,159,153,6,1,0,471.91
2024-09,2024,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,318,318,0,0,0,471.91
2024-10,2024,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,445,445,0,6,0,471.91
2024-11,2024,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,622,622,0,4,0,471.91
2024-12,2024,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Columbus Midwest,Midwest,cold,815,815,0,8,0,471.91
